myid = 5	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc3E-2_nofrag_acc/rand06/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-15_ecc3E-2_nofrag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	3.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
inner = 848,	center = 1047,	outer = 1103,	total = 3000
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
i=939	ecc is nan.
i=939	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=939	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=939	inc is nan.
i=939	omega is nan.
i=939	Omega is nan.
i=940	ecc is nan.
i=940	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=940	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=940	inc is nan.
i=940	omega is nan.
i=940	Omega is nan.
i=941	ecc is nan.
i=941	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=941	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=941	inc is nan.
i=941	omega is nan.
i=941	Omega is nan.
i=942	ecc is nan.
i=942	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=942	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=942	inc is nan.
i=942	omega is nan.
i=942	Omega is nan.
i=943	ecc is nan.
i=943	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=943	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=943	inc is nan.
i=943	omega is nan.
i=943	Omega is nan.
i=944	ecc is nan.
i=944	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=944	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=944	inc is nan.
i=944	omega is nan.
i=944	Omega is nan.
i=945	ecc is nan.
i=945	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=945	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=945	inc is nan.
i=945	omega is nan.
i=945	Omega is nan.
i=946	ecc is nan.
i=946	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=946	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=946	inc is nan.
i=946	omega is nan.
i=946	Omega is nan.
i=947	ecc is nan.
i=947	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=947	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=947	inc is nan.
i=947	omega is nan.
i=947	Omega is nan.
i=948	ecc is nan.
i=948	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=948	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=948	inc is nan.
i=948	omega is nan.
i=948	Omega is nan.
i=949	ecc is nan.
i=949	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=949	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=949	inc is nan.
i=949	omega is nan.
i=949	Omega is nan.
i=950	ecc is nan.
i=950	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=950	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=950	inc is nan.
i=950	omega is nan.
i=950	Omega is nan.
i=951	ecc is nan.
i=951	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=951	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=951	inc is nan.
i=951	omega is nan.
i=951	Omega is nan.
i=952	ecc is nan.
i=952	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=952	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=952	inc is nan.
i=952	omega is nan.
i=952	Omega is nan.
i=953	ecc is nan.
i=953	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=953	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=953	inc is nan.
i=953	omega is nan.
i=953	Omega is nan.
i=954	ecc is nan.
i=954	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=954	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=954	inc is nan.
i=954	omega is nan.
i=954	Omega is nan.
i=955	ecc is nan.
i=955	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=955	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=955	inc is nan.
i=955	omega is nan.
i=955	Omega is nan.
i=956	ecc is nan.
i=956	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=956	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=956	inc is nan.
i=956	omega is nan.
i=956	Omega is nan.
i=957	ecc is nan.
i=957	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=957	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=957	inc is nan.
i=957	omega is nan.
i=957	Omega is nan.
i=958	ecc is nan.
i=958	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=958	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=958	inc is nan.
i=958	omega is nan.
i=958	Omega is nan.
i=959	ecc is nan.
i=959	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=959	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=959	inc is nan.
i=959	omega is nan.
i=959	Omega is nan.
i=960	ecc is nan.
i=960	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=960	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=960	inc is nan.
i=960	omega is nan.
i=960	Omega is nan.
i=961	ecc is nan.
i=961	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=961	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=961	inc is nan.
i=961	omega is nan.
i=961	Omega is nan.
i=962	ecc is nan.
i=962	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=962	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=962	inc is nan.
i=962	omega is nan.
i=962	Omega is nan.
i=963	ecc is nan.
i=963	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=963	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=963	inc is nan.
i=963	omega is nan.
i=963	Omega is nan.
i=964	ecc is nan.
i=964	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=964	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=964	inc is nan.
i=964	omega is nan.
i=964	Omega is nan.
i=965	ecc is nan.
i=965	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=965	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=965	inc is nan.
i=965	omega is nan.
i=965	Omega is nan.
i=966	ecc is nan.
i=966	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=966	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=966	inc is nan.
i=966	omega is nan.
i=966	Omega is nan.
i=967	ecc is nan.
i=967	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=967	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=967	inc is nan.
i=967	omega is nan.
i=967	Omega is nan.
i=968	ecc is nan.
i=968	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=968	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=968	inc is nan.
i=968	omega is nan.
i=968	Omega is nan.
i=969	ecc is nan.
i=969	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=969	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=969	inc is nan.
i=969	omega is nan.
i=969	Omega is nan.
i=970	ecc is nan.
i=970	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=970	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=970	inc is nan.
i=970	omega is nan.
i=970	Omega is nan.
i=971	ecc is nan.
i=971	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=971	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=971	inc is nan.
i=971	omega is nan.
i=971	Omega is nan.
i=972	ecc is nan.
i=972	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=972	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=972	inc is nan.
i=972	omega is nan.
i=972	Omega is nan.
i=973	ecc is nan.
i=973	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=973	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=973	inc is nan.
i=973	omega is nan.
i=973	Omega is nan.
i=974	ecc is nan.
i=974	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=974	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=974	inc is nan.
i=974	omega is nan.
i=974	Omega is nan.
i=975	ecc is nan.
i=975	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=975	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=975	inc is nan.
i=975	omega is nan.
i=975	Omega is nan.
i=976	ecc is nan.
i=976	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=976	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=976	inc is nan.
i=976	omega is nan.
i=976	Omega is nan.
i=977	ecc is nan.
i=977	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=977	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=977	inc is nan.
i=977	omega is nan.
i=977	Omega is nan.
i=978	ecc is nan.
i=978	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=978	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=978	inc is nan.
i=978	omega is nan.
i=978	Omega is nan.
i=979	ecc is nan.
i=979	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=979	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=979	inc is nan.
i=979	omega is nan.
i=979	Omega is nan.
i=980	ecc is nan.
i=980	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=980	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=980	inc is nan.
i=980	omega is nan.
i=980	Omega is nan.
i=981	ecc is nan.
i=981	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=981	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=981	inc is nan.
i=981	omega is nan.
i=981	Omega is nan.
i=982	ecc is nan.
i=982	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=982	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=982	inc is nan.
i=982	omega is nan.
i=982	Omega is nan.
i=983	ecc is nan.
i=983	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=983	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=983	inc is nan.
i=983	omega is nan.
i=983	Omega is nan.
i=984	ecc is nan.
i=984	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=984	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=984	inc is nan.
i=984	omega is nan.
i=984	Omega is nan.
i=985	ecc is nan.
i=985	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=985	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=985	inc is nan.
i=985	omega is nan.
i=985	Omega is nan.
i=986	ecc is nan.
i=986	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=986	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=986	inc is nan.
i=986	omega is nan.
i=986	Omega is nan.
i=987	ecc is nan.
i=987	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=987	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=987	inc is nan.
i=987	omega is nan.
i=987	Omega is nan.
i=988	ecc is nan.
i=988	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=988	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=988	inc is nan.
i=988	omega is nan.
i=988	Omega is nan.
i=989	ecc is nan.
i=989	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=989	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=989	inc is nan.
i=989	omega is nan.
i=989	Omega is nan.
i=990	ecc is nan.
i=990	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=990	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=990	inc is nan.
i=990	omega is nan.
i=990	Omega is nan.
i=991	ecc is nan.
i=991	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=991	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=991	inc is nan.
i=991	omega is nan.
i=991	Omega is nan.
i=992	ecc is nan.
i=992	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=992	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=992	inc is nan.
i=992	omega is nan.
i=992	Omega is nan.
i=993	ecc is nan.
i=993	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=993	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=993	inc is nan.
i=993	omega is nan.
i=993	Omega is nan.
i=994	ecc is nan.
i=994	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=994	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=994	inc is nan.
i=994	omega is nan.
i=994	Omega is nan.
i=995	ecc is nan.
i=995	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=995	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=995	inc is nan.
i=995	omega is nan.
i=995	Omega is nan.
i=996	ecc is nan.
i=996	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=996	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=996	inc is nan.
i=996	omega is nan.
i=996	Omega is nan.
i=997	ecc is nan.
i=997	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=997	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=997	inc is nan.
i=997	omega is nan.
i=997	Omega is nan.
i=998	ecc is nan.
i=998	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=998	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=998	inc is nan.
i=998	omega is nan.
i=998	Omega is nan.
i=999	ecc is nan.
i=999	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=999	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=999	inc is nan.
i=999	omega is nan.
i=999	Omega is nan.
i=1000	ecc is nan.
i=1000	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1000	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1000	inc is nan.
i=1000	omega is nan.
i=1000	Omega is nan.
i=1001	ecc is nan.
i=1001	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1001	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1001	inc is nan.
i=1001	omega is nan.
i=1001	Omega is nan.
i=1002	ecc is nan.
i=1002	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1002	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1002	inc is nan.
i=1002	omega is nan.
i=1002	Omega is nan.
i=1003	ecc is nan.
i=1003	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1003	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1003	inc is nan.
i=1003	omega is nan.
i=1003	Omega is nan.
i=1004	ecc is nan.
i=1004	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1004	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1004	inc is nan.
i=1004	omega is nan.
i=1004	Omega is nan.
i=1005	ecc is nan.
i=1005	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1005	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1005	inc is nan.
i=1005	omega is nan.
i=1005	Omega is nan.
i=1006	ecc is nan.
i=1006	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1006	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1006	inc is nan.
i=1006	omega is nan.
i=1006	Omega is nan.
i=1007	ecc is nan.
i=1007	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1007	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1007	inc is nan.
i=1007	omega is nan.
i=1007	Omega is nan.
i=1008	ecc is nan.
i=1008	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1008	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1008	inc is nan.
i=1008	omega is nan.
i=1008	Omega is nan.
i=1009	ecc is nan.
i=1009	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1009	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1009	inc is nan.
i=1009	omega is nan.
i=1009	Omega is nan.
i=1010	ecc is nan.
i=1010	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1010	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1010	inc is nan.
i=1010	omega is nan.
i=1010	Omega is nan.
i=1011	ecc is nan.
i=1011	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1011	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1011	inc is nan.
i=1011	omega is nan.
i=1011	Omega is nan.
i=1012	ecc is nan.
i=1012	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1012	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1012	inc is nan.
i=1012	omega is nan.
i=1012	Omega is nan.
i=1013	ecc is nan.
i=1013	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1013	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1013	inc is nan.
i=1013	omega is nan.
i=1013	Omega is nan.
i=1014	ecc is nan.
i=1014	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1014	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1014	inc is nan.
i=1014	omega is nan.
i=1014	Omega is nan.
i=1015	ecc is nan.
i=1015	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1015	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1015	inc is nan.
i=1015	omega is nan.
i=1015	Omega is nan.
i=1016	ecc is nan.
i=1016	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1016	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1016	inc is nan.
i=1016	omega is nan.
i=1016	Omega is nan.
i=1017	ecc is nan.
i=1017	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1017	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1017	inc is nan.
i=1017	omega is nan.
i=1017	Omega is nan.
i=1018	ecc is nan.
i=1018	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1018	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1018	inc is nan.
i=1018	omega is nan.
i=1018	Omega is nan.
i=1019	ecc is nan.
i=1019	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1019	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1019	inc is nan.
i=1019	omega is nan.
i=1019	Omega is nan.
i=1020	ecc is nan.
i=1020	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1020	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1020	inc is nan.
i=1020	omega is nan.
i=1020	Omega is nan.
i=1021	ecc is nan.
i=1021	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1021	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1021	inc is nan.
i=1021	omega is nan.
i=1021	Omega is nan.
i=1022	ecc is nan.
i=1022	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1022	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1022	inc is nan.
i=1022	omega is nan.
i=1022	Omega is nan.
i=1023	ecc is nan.
i=1023	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1023	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1023	inc is nan.
i=1023	omega is nan.
i=1023	Omega is nan.
i=1024	ecc is nan.
i=1024	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1024	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1024	inc is nan.
i=1024	omega is nan.
i=1024	Omega is nan.
i=1025	ecc is nan.
i=1025	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1025	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1025	inc is nan.
i=1025	omega is nan.
i=1025	Omega is nan.
i=1026	ecc is nan.
i=1026	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1026	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1026	inc is nan.
i=1026	omega is nan.
i=1026	Omega is nan.
i=1027	ecc is nan.
i=1027	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1027	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1027	inc is nan.
i=1027	omega is nan.
i=1027	Omega is nan.
i=1028	ecc is nan.
i=1028	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1028	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1028	inc is nan.
i=1028	omega is nan.
i=1028	Omega is nan.
i=1029	ecc is nan.
i=1029	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1029	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1029	inc is nan.
i=1029	omega is nan.
i=1029	Omega is nan.
i=1030	ecc is nan.
i=1030	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1030	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1030	inc is nan.
i=1030	omega is nan.
i=1030	Omega is nan.
i=1031	ecc is nan.
i=1031	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1031	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1031	inc is nan.
i=1031	omega is nan.
i=1031	Omega is nan.
i=1032	ecc is nan.
i=1032	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1032	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1032	inc is nan.
i=1032	omega is nan.
i=1032	Omega is nan.
i=1033	ecc is nan.
i=1033	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1033	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1033	inc is nan.
i=1033	omega is nan.
i=1033	Omega is nan.
i=1034	ecc is nan.
i=1034	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1034	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1034	inc is nan.
i=1034	omega is nan.
i=1034	Omega is nan.
i=1035	ecc is nan.
i=1035	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1035	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1035	inc is nan.
i=1035	omega is nan.
i=1035	Omega is nan.
i=1036	ecc is nan.
i=1036	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1036	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1036	inc is nan.
i=1036	omega is nan.
i=1036	Omega is nan.
i=1037	ecc is nan.
i=1037	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1037	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1037	inc is nan.
i=1037	omega is nan.
i=1037	Omega is nan.
i=1038	ecc is nan.
i=1038	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1038	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1038	inc is nan.
i=1038	omega is nan.
i=1038	Omega is nan.
i=1039	ecc is nan.
i=1039	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1039	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1039	inc is nan.
i=1039	omega is nan.
i=1039	Omega is nan.
i=1040	ecc is nan.
i=1040	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1040	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1040	inc is nan.
i=1040	omega is nan.
i=1040	Omega is nan.
i=1041	ecc is nan.
i=1041	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1041	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1041	inc is nan.
i=1041	omega is nan.
i=1041	Omega is nan.
i=1042	ecc is nan.
i=1042	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1042	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1042	inc is nan.
i=1042	omega is nan.
i=1042	Omega is nan.
i=1043	ecc is nan.
i=1043	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1043	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1043	inc is nan.
i=1043	omega is nan.
i=1043	Omega is nan.
i=1044	ecc is nan.
i=1044	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1044	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1044	inc is nan.
i=1044	omega is nan.
i=1044	Omega is nan.
i=1045	ecc is nan.
i=1045	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1045	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1045	inc is nan.
i=1045	omega is nan.
i=1045	Omega is nan.
i=1046	ecc is nan.
i=1046	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1046	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1046	inc is nan.
i=1046	omega is nan.
i=1046	Omega is nan.
i=1047	ecc is nan.
i=1047	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1047	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1047	inc is nan.
i=1047	omega is nan.
i=1047	Omega is nan.
i=1048	ecc is nan.
i=1048	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1048	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=1048	inc is nan.
i=1048	omega is nan.
i=1048	Omega is nan.
i=1049	ecc is nan.
i=1049	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
